tag,name,experience,trophies,cardnumber,cardexpiry
#Y9Q2LQJ,raha,252837,6405,0626791032104372,2012-11-12
#G9GJYYJPU,HADICR7,211805,6400,0626569203310972,2013-9-12
#L0L9VJLG9,⭐ⱠØ₦ɆⱠ¥ ɃØ¥ ⭐,13321,6397,0626004138375510,2012-11-12
#LGC80RQP,saeed,256983,6387,0626605623090453,2013-9-12
#LJYU90R9Y,"""MILAD.FANTOM""",60472,6338,0626398314960412,2011-10-12
#P99PJP8Y2,【Y】【A】【S】【I】【N】,66616,6312,0626088167347631,2013-9-12
#GY2VG2U0,♤MOH@MM@D♤,257199,6306,0626624260383063,2013-9-12
#GLLCVJJP,sahar #1,199013,5976,0626004650602952,2013-9-12
#QGCLQLYJV,sepide,3106,5683,0626208198980826,2011-10-12
#8L2GRYJ0P,s.h.r,32140,5184,0626972632116095,2013-9-12
#22PL82RRU,⭐NS 뮤츠™⭐,19953,7358,0626445521294539,2015-11-11
#2QCR9L9P2,NSㅣPPaSonG☘,4295,7225,0626162573821743,2012-11-12
#2Y20C8U0C,Jessie,224752,7106,0626187849879936,2011-10-12
#8PP0Y8J2,오웬,181379,7100,0626832105465512,2012-11-12
#UUQ9ULJG,메로엣타.Kang,171085,6989,0626193501004946,2011-10-12
#PLGJ0LLJ,소이연,218910,6977,0626091846171893,2012-11-12
#YGU8Q29Q,White light,239254,6913,0626199671580557,2013-9-12
#P8QP0LUPV,즐겜러 jw,46423,6882,0626092262806137,2013-9-12
#QGV9QLGY,Assault☀️MIN™,140952,6850,0626786496492990,2015-11-11
#8UYL0GGU0,⭐NS I 또또⭐™️,226745,6814,0626825987818253,2015-11-11
#PGJ8QR9U,Mr.만보토끼,68727,6784,0626901101190554,2011-10-12
#89UL2CLG,레멍이,288857,6741,0626982411072146,2015-11-11
#282UV0GQG,P_Lemon,287384,6709,0626105964390562,2011-10-12
#PJG9RLQC,lsh114p,75207,6700,0626909477587105,2012-11-12
#GGVRR8V2V,무지개,209203,6693,0626821590827476,2015-11-11
#2QVPUU80L,러브하우스,90030,6680,0626861127199361,2013-9-12
#8J8JG0G0,❄️ I Winter,212223,6679,0626482044680662,2013-9-12
#9UPG92JC,Sinchu,205997,6648,0626283985647714,2011-10-12
#GCVVV8YR,⭐NS I 검무⭐™,112429,6638,0626761855367117,2013-9-12
#G82UQ9UP,⭐NS I 애증⭐™,161524,6631,0626270811933921,2011-10-12
#8UPY92GVY,WINNER✌,214244,6629,0626189222723277,2011-10-12
#U98PGQP8,⭐<c5>NS Royal⭐™,41331,6623,0626847841004623,2011-10-12
#2VQ9PRQ9Y,WELCOME,168567,6600,0626592520606799,2013-9-12
#VUUVPJUY,앗쎄힝,121442,6594,0626684738976609,2012-11-12
#U99C2JVG,kok,247551,6586,0626976161481093,2015-11-11
#LPJCPQRL,MIDKING,145753,6583,0626385085475639,2011-10-12
#2JRP8UYP,Winter_❄️,31228,6564,0626466607641534,2015-11-11
#RPYLJJ0U,Psychology2027,58797,6548,0626486807915553,2012-11-12
#28JUC89JV,신의경지2,203649,6547,0626063201303502,2012-11-12
#8VLCCYU82,지나가던이,283688,6486,0626163986453728,2011-10-12
#9Q90P0Y0,JonKim ,207658,6483,0626330030825041,2015-11-11
#8YPURJVLP,⭐NS I Asty⭐™,97895,6467,0626733433133493,2012-11-12
#2Y0QR8YCR,⭐NS I WOLF⭐™️,138126,6426,0626495093087324,2013-9-12
#88VR0GVPL,치영아빠,222627,6425,0626927612263937,2013-9-12
#98PJJGQJG,⭐️Luv_2H❤️李飛⭐️™,263739,6420,0626909218301584,2013-9-12
#2LVG2C22U,잠만보,276577,6404,0626015689019315,2012-11-12
#9P8220PUU,Infinite,3832,6384,0626314788483211,2013-9-12
#2YUQCC8YV,S900,178043,6379,0626454952215310,2015-11-11
#20JLQYG2U,"it's going down",207646,6364,0626862164534619,2013-9-12
#2J888QUGQ,메갓,97073,6315,0626419223888716,2013-9-12
#8L2URCCR0,SANDBOX no1,131321,6225,0626797217424295,2015-11-11
#2YJV8QPRL,유이진,97569,6218,0626939835715171,2012-11-12
#2YVJVGP02,MOOKUNNI,27463,6195,0626219565565710,2011-10-12
#2U02YVYVU,☦Ares☦,98095,6166,0626573345873467,2015-11-11
#2R98U2C9C,ＤＲＥＡＭＥＲ✡,135533,6154,0626086375689745,2013-9-12
#YJ8R2Y9L,Ethan kim,237431,6096,0626273937979232,2012-11-12
#2QQCULG2V,❤Perfekt❤,259055,7314,0626776017210534,2011-10-12
#QQLVULY,⭐LelOP⭐,67898,7147,0626516647803294,2013-9-12
#9PRCYU8U,ER♠️snoop⚡,158217,7140,0626735038784208,2012-11-12
#QUJR89R,stan❤️熔岩,176768,7068,0626919931614254,2011-10-12
#LVRUV8YV,UD I Royal,237033,7051,0626612041925187,2012-11-12
#2828UJVPG,UD I Prime,3352,7039,0626497869306870,2012-11-12
#G0YYJGG,Roronoa Zoro,284444,6913,0626072114028536,2013-9-12
#2UY8GVQ2,BARON,288150,6900,0626266355504003,2011-10-12
#8YRGR00G,²SK³icy❤moqx,183171,6880,0626981301373358,2011-10-12
#89JV98089,Dombrineとお,211770,6855,0626321773029354,2012-11-12
#YQCL8VRL,Jason™️,78784,6814,0626635640283948,2012-11-12
#R8GRU8YP2,UD l Maxim✨,84250,6796,0626741652852123,2013-9-12
#R0PCJLYV8,Mad☄️Cobra,214837,6794,0626138764217297,2013-9-12
#PY2CLV2L,UD I Tolga,120637,6779,0626395378517310,2012-11-12
#PJY90J9VL,✴MisterMo✴,104573,6768,0626816998416781,2011-10-12
#9QC2Y0J8,thinksherado,131077,6765,0626067232295686,2013-9-12
#8PVV28U8,Trainer跟Vigo跟,189993,6761,0626273624496771,2013-9-12
#2JJ9Y9GLQ,Syrex™⭐,289357,6729,0626791941529172,2013-9-12
#98G2RCCYY,✨Painz❤️魔像✨,20027,6728,0626074285590393,2015-11-11
#28GUPV8QG,Lumberjack❤️氣球,267677,6719,0626677592984768,2013-9-12
#299JJLV8L,marlon2.0.02,181126,6675,0626568936397371,2012-11-12
#LYYQVJ0U,ye,109316,6666,0626257509858882,2013-9-12
#PJJURULY,Shanks,44353,6662,0626312641126910,2015-11-11
#LUYCUJV2,Kralle_Jr,31844,6654,0626478861773788,2011-10-12
#2YP2UJJ0U,UD I Spay,80699,6639,0626752662823152,2012-11-12
#JPQPPUJ,❄Cr¥pToN❄,103856,6629,0626821586386404,2011-10-12
#2VP8Q2PU9,NR I Djo,228975,6627,0626658808359003,2011-10-12
#80VGYGQL,UD I Never hot,44171,6575,0626838043404497,2011-10-12
#2PVJQC8Y,Percy Jackson,38021,6555,0626562144568121,2012-11-12
#P89RY20Q,Retribution™︎,152595,6512,0626064915498265,2012-11-12
#8UV990YU,STG GodlyNoob,117844,6501,0626943689114341,2011-10-12
#YPCVU2UQ,The Godfather™️,68451,6478,0626126519300153,2015-11-11
#L8JQ8JL2,EJ I SURRENDER,202845,6473,0626171093237249,2015-11-11
#UUY9VG09,★Star★,163684,6470,0626781634209372,2011-10-12
#2220RUV9Y,ViscaBarca ♥️,197037,6462,0626524494774329,2012-11-12
#YQ9QYJGP,UD I Goku,288212,6436,0626284953292400,2015-11-11
#9U0C0LRL9,UD I Dombrine✨,194593,6421,0626857291011473,2015-11-11
#9PVLCGVQ,UD I Onky,185363,6417,0626664577911446,2012-11-12
#9RLJ2CG8,SonofGodシ︎♡︎,204475,6339,0626124930904240,2015-11-11
#V29RYRCC,Pugnator,69478,6336,0626335051513236,2012-11-12
#PQGV0VCQQ,¥ Dennis ¥,250557,6319,0626342223053794,2013-9-12
#PL0G808QU,UD I Osman✨,87593,6306,0626223395027826,2011-10-12
#9RCYRP2,UD I KILLER,171359,6270,0626067307616923,2012-11-12
#98UVV0,PainFromHell,13949,6255,0626837020424684,2011-10-12
#28CGVGQQQ,UD I Amer愛,287702,6122,0626468899154515,2015-11-11
#Y2PULV0LV,Niklas F2P,219341,6020,0626764514742951,2015-11-11
#8LULYQ82Q,Jay,8341,7011,0626932244804389,2013-9-12
#8982292LY,imad,240418,7010,0626374587085096,2015-11-11
#P0RR0VQLC,shawn,180499,7000,0626875698538856,2012-11-12
#99UVLULJY,OC™️ I ⚡️Brad⚡️,260132,6968,0626464254572201,2012-11-12
#PC9JLQR,OC™ I mad-0,239275,6964,0626915610570346,2013-9-12
#222VRRYJ,Gal,53627,6963,0626977787118440,2011-10-12
#8YVGGVC8P,XxPredátoRxX,117736,6857,0626406721064916,2013-9-12
#YCLCY0R,checkhost,87792,6849,0626488131688286,2012-11-12
#8YGVPR9Y0,LaloP,230780,6812,0626738985711034,2015-11-11
#2LYPPG0Y2,OC™ I Conflict,214333,6807,0626507653225779,2012-11-12
#Q28QYVJQ,Shadow Warrior,281728,6789,0626981143583446,2011-10-12
#GPP2YLL8,Jahseh Onfroy,46713,6765,0626891970778565,2012-11-12
#9GLYYQ2L,✨Just⚡Dom✨,256173,6765,0626089911350384,2015-11-11
#92RUJ8LPP,OC™️ I Shark〽️,52824,6694,0626441404535478,2012-11-12
#90R22UVY,_FMB_,212966,6686,0626922183227676,2011-10-12
#28CVU99UQ,kunn,79657,6685,0626624653448762,2011-10-12
#2PJP8LJC,Chainsaw Man,82626,6685,0626632255389250,2015-11-11
#P8YUYYGPQ,MelonJuice龍神™️,77841,6675,0626531016281162,2011-10-12
#UP2Q8RR0,Twisi™,96848,6660,0626058425455104,2013-9-12
#8ULLYVCY9,LMT I FmOak™️,34224,6633,0626298430927750,2013-9-12
#P9L2UGPR,King Tyler,189598,6629,0626826028842641,2013-9-12
#P8YLG882L,BUTTER,264621,6624,0626701863501570,2013-9-12
#QCJQYP0C,|_$KingSquid$_|,102249,6613,0626054264743205,2015-11-11
#2PJQR28Q,<c2>C R O W,290952,6611,0626177128873502,2015-11-11
#9ULPU0QL,⭐ʟᴜᴍɪɴᴀʀʏ⭐,280822,6600,0626507656600747,2012-11-12
#JPL8QUG0,<c2>ＲＡＩＤＥＲ,263464,6600,0626532968835336,2013-9-12
#9CJP9GRY,<c2>Stellaㄓ,219226,6600,0626475504615673,2012-11-12
#LY2V9GQV9,Филип❤️SKYBOX,42899,6600,0626882810713979,2012-11-12
#PRU8Y0UQY,The PUNISHER,12689,6600,0626564990371063,2013-9-12
#2UCLC88U,Granola,70982,6566,0626253947257043,2013-9-12
#RQCUUP2,<c6>Miller,189492,6558,0626217246835346,2015-11-11
#GQPRJCUU,かみそり,137217,6556,0626473838701558,2013-9-12
#PG88RGQY8,Mm,285055,6547,0626032006127119,2015-11-11
#YG9UL29R0,Penguin!,19361,6535,0626042825725720,2011-10-12
#8GQ0P22RJ,Cruzzer,13500,6514,0626717550817533,2013-9-12
#2VJV9RR9J,ENIGMA Ary,27342,6506,0626042076632880,2012-11-12
#C9Q2VJ9,AAA,124018,6497,0626303016439699,2015-11-11
#VCVCG2YR,Doge,76513,6493,0626666014849113,2012-11-12
#8PUG0JQ9,KT24,143699,6489,0626410792280070,2012-11-12
#9GUULQJJ,SilentPunisher,95848,6332,0626224094929908,2015-11-11
#R99UYRL,COACH,216253,6296,0626272544098253,2015-11-11
#YQV28LYL,Thumaz,135881,6300,0626624073311038,2013-9-12
#98YVRUYLR,TacticalMaster,87713,6283,0626652783526249,2013-9-12
#88YPYCLCP,OC™️ I 最強《XENO》,154766,6261,0626443540185242,2011-10-12
#PLGJU82QC,ＳＡＮＡ,30535,6235,0626040769362005,2013-9-12
#2RQRQVU08,invrze™️✨,93070,6028,0626226806278185,2012-11-12
#20JYUJGPQ,RENㅣLacuna,178910,5912,0626485006908294,2011-10-12
#R8UYJ2YP,OC™ l Ms Brasil,235283,5530,0626098612751147,2011-10-12
#P2CYJ0VU,Netinho,180812,7199,0626572493359642,2011-10-12
#2PUR2R89L,Zamorano,197059,7021,0626318561893991,2012-11-12
#9QLU9UJ2R,CarlosJunior©®™,111517,7020,0626602190886090,2015-11-11
#99Q8CU,Kaique™,136834,6935,0626245005121350,2011-10-12
#2UV9020RY,rian,248433,6883,0626511727136699,2013-9-12
#8Y0VL9C,Nova I mattg,117391,6857,0626943176995012,2012-11-12
#8CC9G99PG,Storm l Sono™,80021,6841,0626078106118169,2015-11-11
#99QVP8J8Q,¥ KOND DRINKS ¥,137980,6830,0626831047592060,2013-9-12
#820PRY28P,Everson,111777,6826,0626673332908704,2011-10-12
#YVCPCRR,<c6>Freeza,49664,6747,0626953245535269,2011-10-12
#P02QYPQ8V,⚡Fernando⚡,224204,6718,0626142572954729,2015-11-11
#YYRPRU82V,ViniViniツ,288509,6693,0626281054793732,2015-11-11
#20YJGL9V,zDeadpoolz,75977,6686,0626122846612055,2015-11-11
#8JRC80YPR,Trombini,205625,6683,0626146220820802,2011-10-12
#G28V8PR,RED⭐INOUE™⭐,37794,6667,0626781988461066,2012-11-12
#PYGV2CRLJ,Ricca,171804,6663,0626799901718966,2012-11-12
#YCPC92CC,ForçaChape,21485,6661,0626725552444750,2015-11-11
#2GPVRQJG2,(-^0^-) No_Pêlo,99527,6645,0626419335762478,2011-10-12
#20CLG9VGL,☞HM©®™☜,243992,6640,0626869357589003,2012-11-12
#2LPJRU2LP,「TS」Victor H.,174801,6628,0626128930679033,2015-11-11
#9UQPRG0RU,️Samuel⏺️,64517,6628,0626497166982738,2012-11-12
#J002G8UV,Viini Faria *-*,8561,6626,0626018523440374,2011-10-12
#2VQ90LLL,Cobra Kai,68508,6624,0626703150160177,2013-9-12
#8Y9L200U,TWIGA *WIL*,214257,6620,0626477553900642,2012-11-12
#CGJ8JRCR,Dan07,72631,6614,0626500961198804,2015-11-11
#GGCQ8GQR,☇ PEDRO HAKAI ☇,290862,6611,0626671550304283,2012-11-12
#2PR09PCQY,elias900,293618,6607,0626317493714705,2015-11-11
#82RQ02YUJ,☠️PITBULL☠️,188692,6606,0626991905021287,2011-10-12
#2CCQUJJR,VITOR 911,154578,6603,0626213581678359,2015-11-11
#22U8RQ908,Rafaelckp,141360,6591,0626347365654739,2013-9-12
#P29CCURC,⚡Junior Souza⚡,284288,6575,0626460998461248,2015-11-11
#2C90R29P9,⚡Tio patinhas⚡,29848,6567,0626544678435711,2012-11-12
#8GL2CRGLR,Obsbawn,128420,6561,0626180838686412,2012-11-12
#P82UJJGLG,Artur_Br,24542,6560,0626172765078556,2015-11-11
#2PV0VYGLV,Be Happy LDN,71190,6536,0626058291318972,2011-10-12
#PLVU202JY,⚡️JASIEL_WAR⚡️,17822,6526,0626736003943282,2012-11-12
#2YLCVUYYP,Sr.Black,13561,6509,0626016459773685,2015-11-11
#GQ20CGP,Netto,244895,6506,0626822331592452,2013-9-12
#8YYYUVRQ,iBrisa,233496,6482,0626296962526495,2012-11-12
#9YPJY2GU2,LDN✨Pizzo™️,232306,6465,0626191347635352,2015-11-11
#GJCC29PC,Luan_Rocha,147312,6433,0626821872573129,2012-11-12
#29VLJP0UC,⚡ROTTWEILER⚡,231250,6433,0626070574942329,2015-11-11
#PQR90RV9C,El BICHO,97257,6425,0626912418626305,2015-11-11
#8QR8V08YG,SAO I Kirito™,57321,6406,0626761011770550,2011-10-12
#8UYL0PPJ,Marmitt,166684,6401,0626045011532065,2011-10-12
#CJJVYY28,Vinícius Awen,196507,6374,0626350749770858,2015-11-11
#PCRRYUQ88,leonardo,24534,6358,0626060276047295,2013-9-12
#28QV090VL,Fredson,238883,6221,0626008783990630,2013-9-12
#9CCL0VU,alef ic⭐ER™,59156,7324,0626498932285729,2011-10-12
#U890Q9UQ,SUB-ZERO,126456,7265,0626565880048539,2011-10-12
#8GP2YJCL9,Bruno Ferreira,102076,7206,0626806205922754,2012-11-12
#2GLLJ9QY,kauan,158543,7068,0626178061649800,2015-11-11
#2UJP2U2UP,ȶɦ°ֆ.ɛ.ք™ッ,134583,6892,0626628829094400,2011-10-12
#202C2CU0U,⚡Manoel⚡,126481,6869,0626381901632479,2011-10-12
#8Y0LC0L08,KN777™ ¥,89974,6852,0626963310871903,2015-11-11
#9VY020RQV,Igor Felipe,207374,6822,0626794239311410,2012-11-12
#8YULR0QR,DonaldDuck,52992,6818,0626336609366010,2013-9-12
#QJU0P2JJP,Jonhツ,75150,6803,0626647382549279,2012-11-12
#VRYV8QGQ,ImT™ I VORTEX,202376,6780,0626647739837484,2012-11-12
#RPRL02JQ,pedrin,257135,6720,0626068289668254,2012-11-12
#YYC9U9JUV,「ᴄᴍʙ」Clécio,45441,6718,0626471994734447,2013-9-12
#RRCUL00,ßŘÜŃØ,170338,6707,0626336974148878,2011-10-12
#89QYQL20G,「BTR」✌️RAFAELツ,274273,6653,0626399172719239,2011-10-12
#2P2PCQ0JL,ωє®мєsσηツ,54586,6651,0626434551444941,2011-10-12
#2G9PQUGY,Dark I Link,101311,6648,0626456082042647,2011-10-12
#9Y9Y80,⚡J₳M€S⚡™ツ,159493,6619,0626665842274015,2011-10-12
#2JJGRPVPL,Gabriel,14992,6617,0626506543586978,2013-9-12
#8QCLQQCVL,ALMIR DELAS ⚡️,17672,6601,0626137038138123,2015-11-11
#2VRYG0GQJ,"""Édínhöッ™",142058,6540,0626575251457722,2012-11-12
#Y202YVUU,Dieguinho,22752,6516,0626538821695528,2013-9-12
#2PCRV0QPY,Bruguelo,111751,6430,0626156363392816,2013-9-12
#828200G2P,Victor FeshowBR,6671,6426,0626826835972813,2011-10-12
#80J0P829U,VK I Ragnar,196887,6402,0626547264429824,2015-11-11
#2VC0RUVVR,Bruno Br,81377,6394,0626247520934531,2012-11-12
#9QR0Q2YYC,DOM ㄴㅌㅇㄲ,115812,6371,0626197703392843,2012-11-12
#228J88L89,BUBBA☠️,81820,6339,0626226617558775,2013-9-12
#C9C0R0V8,「ᴄᴍʙ」ᗬѧηḯεʟ❗️,127260,6327,0626303535515003,2012-11-12
#92J8VQRJ9,jujuba,185007,6325,0626996626257466,2012-11-12
#UJVJJ0LU,⚡NK I GBNZ;⚡,281249,6312,0626795906259501,2012-11-12
#22JY90CP0,Martin™,143449,6311,0626065512286813,2015-11-11
#22GYRRYLJ,「ᴄᴍʙ」 anthero,223048,6289,0626341697926717,2011-10-12
#8PRGRYPCC,Afonsojr,27415,6274,0626460630040426,2015-11-11
#8Y9QVU2QJ,AŁ€X̷$ᴀͶD̷ŘØ,204890,6213,0626412285605011,2012-11-12
#8YGR88JJC,RhamonGB,101838,6211,0626870128994506,2013-9-12
#L8YQLYV2,「ᴄᴍʙ」Dronov,261148,6210,0626524830236140,2012-11-12
#2JGRPU928,"It's GabeCrmsツ",77156,6159,0626656064893301,2015-11-11
#82R8VJGGR,⚡HAKAI⚡,22039,6136,0626193067728821,2013-9-12
#2CVLVGVRL,Avengers,167939,6093,0626850520773872,2013-9-12
#2Y8CJ2LJC,AVG l DucsJr™,201898,6074,0626880129373485,2012-11-12
#92LRGLQ2C,RaioVeloz,49646,6061,0626068632094802,2015-11-11
#PJUJCVUR,Extreme,220725,6044,0626972663743049,2012-11-12
#8VLJPL8L2,★SHADHOW★,90756,6039,0626819987467344,2011-10-12
#2CRQQ2CVP,☠️OUT☠️Reex☠️,224616,6037,0626228953045482,2013-9-12
#80LPYLGC,Dirso☠️,214761,6019,0626530968421545,2012-11-12
#VQ29UYYY,「ᴄᴍʙ」⚔️ ҜᎥηɠ ⚔️,92885,6014,0626706783075100,2013-9-12
#LR89LRRVJ,Kleber,187229,5758,0626735994721327,2012-11-12
#YLRVGPJP,VK I Aslam,73233,5732,0626674132267044,2015-11-11
#8L200J88G,「ᴄᴍʙ」MarcosCEC,39166,5706,0626552385494103,2012-11-12
