player,credit_card,buy_id,buy_name,buy_cost,buy_stock,date,discount,arenapack_id,chest_name,chest_rarity,chest_unlock_time,chest_num_cards,bundle_gold,bundle_gems,emote_name,emote_path
#LVC20V9L,0626385310319321,62,Boatlily,291.0,14,2021-08-18,66.8,,,,,,,,Emote173,sfx/emotes/emotes_archer_01_01_dl.ogg
#28QV090VL,0626008783990630,75,Glacier Buttercup,230.33,16,2019-01-16,57.72,22,,,,,,,,
#92YV2YRGR,0626205372549518,72,Manyflower Saxifrage,206.31,13,2021-11-15,10.97,,King Level Chest,Champion,249,53,,,,
#P29Q09C9V,0626764716710194,197,Asterothyrium Lichen,305.31,3,2020-07-18,52.3,,,,,,,,Emote138,sfx/emotes/emotes_goblin_feast_01_emote1_dl.ogg
#20RJCRLL9,0626034274010696,131,Western Buttercup,9.9,28,2018-12-18,65.34,,Gold Crate,Champion,4,182,,,,
#PUU200YL8,0626897497045503,35,Stiff Goldenrod,112.94,29,2021-05-23,17.63,,,,,,,,Emote190,sfx/emotes/emotes_logmas2020_02_02_dl.ogg
#J8R89YC8,0626679209022594,12,American Stoneseed,121.21,5,2020-01-21,89.52,,King's Chest,Champion,163,238,,,,
#2V9LQ2YUG,0626527664838949,44,Bajada Lupine,417.94,19,2020-03-16,68.64,,,,,,,,Emote52,sfx/emotes/emotes_ewiz_01_01_dl.ogg
#J9LQGLL8,0626451752358290,25,Passionflower,268.68,5,2020-02-17,58.8,,Overflowing Gold Crate,Champion,182,99,,,,
#PR009PUL,0626694601977253,160,Wart Lichen,100.85,5,2020-03-16,63.06,,,,,,,,EmoteChronos18,
#228J88L89,0626226617558775,169,Tobosagrass,262.12,25,2019-03-29,36.69,,,,,,,,Emote150,sfx/emotes/emotes_log_02_Angry_sfx1_dl.ogg
#2QLJPC2R0,0626547572034522,64,Tropical Signalgrass,88.12,30,2020-09-10,6.76,44,,,,,,,,
#92J8VQRJ9,0626996626257466,26,Bacury,319.36,6,2021-08-13,13.56,49,,,,,,,,
#89QYQL20G,0626399172719239,194,Rinodina Lichen,358.78,2,2020-07-11,6.73,61,,,,,,,,
#L8YQLYV2,0626524830236140,111,Ironweed,211.7,10,2021-04-02,15.81,,,,,,,,Emote26,sfx/emotes/giant_emote_03_dl.ogg
#YRV9PUGUR,0626383104066612,110,Cottonflower,489.56,3,2019-08-24,88.13,,Draft Chest,Legendary,110,16,,,,
#P2CYLRU9,0626120800344723,172,Oregon Whitetop Aster,215.23,1,2020-05-29,52.11,,,,,,,,Emote186,sfx/emotes/emotes_megaKnight_01_02_dl.ogg
#8VLJPL8L2,0626819987467344,137,Spotted Calla Lily,415.63,15,2020-02-23,77.74,60,,,,,,,,
#8RRCVCGP,0626421525382372,98,Eltroplectris,183.26,19,2020-07-01,86.35,,Clan Chest,Champion,173,156,,,,
#2LGUPRCJP,0626782096803017,132,Nellie Cory Cactus,388.9,17,2020-12-14,5.15,,,,,,,,Emote200,sfx/emotes/emotes_battlehealer_cakethrow_dl.ogg
#YGYU8Y8V,0626377105933051,179,Upright Prairie Coneflower,154.4,13,2021-09-20,76.26,,,,,,96223,155,,
#8R9YJYRYG,0626424696591342,64,Tropical Signalgrass,88.12,30,2020-05-19,54.46,44,,,,,,,,
#Y0JVJL9P,0626455721270148,98,Eltroplectris,183.26,19,2021-02-16,46.12,,Clan Chest,Champion,173,156,,,,
#8QYCJR99,0626266770906759,43,'awiwi,363.56,18,2020-05-19,65.65,,,,,,91872,594,,
#8L2URCCR0,0626797217424295,28,Roundleaf Hawthorn,83.18,26,2021-07-18,20.09,,,,,,67840,504,,
#Q9PGVUY8,0626821838688680,173,Tall Phacelia,118.49,20,2020-09-23,37.48,82,,,,,,,,
#U890Q9UQ,0626565880048539,81,Spotted Joe Pye Weed,349.84,12,2019-09-12,55.72,,,,,,,,Emote131,sfx/emotes/ElixirGolem_Emote_Morph_dl.ogg
#VQ9QRYRR,0626359445326543,24,King Bladderpod,127.07,15,2020-03-29,79.64,,,,,,,,EmoteChronos23,
#8YQVU90,0626714392812129,78,Melanelia Lichen,465.39,28,2019-05-05,7.23,,Legendary Chest,Legendary,149,226,,,,
#2CQ0LU9V,0626416876674930,28,Roundleaf Hawthorn,83.18,26,2020-09-05,39.43,,,,,,67840,504,,
#LY8R8RY9,0626005133228737,50,Miquel's Mazus,366.65,9,2019-09-27,78.41,,,,,,,,Emote90,sfx/emotes/emotes_bday_03_02_dl.ogg
#209GRYYL0,0626858557204836,94,Rough Strongbark,245.61,11,2018-12-28,21.83,,,,,,29714,265,,
#9RG0VPUVY,0626115541106563,133,Seashore Paspalum,159.53,30,2019-01-09,17.46,13,,,,,,,,
#UGRV2UJG,0626963038137918,196,Scarlet Hawthorn,493.05,18,2020-07-10,50.18,,Rare Lightning Chest,Common,94,138,,,,
#28CVU99UQ,0626624653448762,101,White Goldenrod,446.84,13,2021-02-25,29.69,,,,,,4956,317,,
#2YP2UJJ0U,0626752662823152,92,Inyo Buckwheat,22.4,15,2019-01-26,42.8,,,,,,,,EmoteChronos18,
#2UJ0RCCUQ,0626104190346415,94,Rough Strongbark,245.61,11,2019-05-11,63.38,,,,,,29714,265,,
#PG88RGQY8,0626032006127119,174,Cup Lichen,197.34,6,2021-01-19,50.91,,Legendary Chest,Legendary,149,226,,,,
#JUVVY0LU,0626009138057042,39,Swamp Gentian,375.37,12,2020-02-04,28.1,51,,,,,,,,
#9PYJVPPLV,0626802893015217,158,Denseflower Willowherb,90.66,14,2018-12-03,88.64,,,,,,35707,152,,
#UY99QLQU,0626780793149197,169,Tobosagrass,262.12,25,2021-03-15,69.71,,,,,,,,Emote150,sfx/emotes/emotes_log_02_Angry_sfx1_dl.ogg
#2GC2R2P2Y,0626364351318609,48,Rockloving Erigeron,489.13,5,2020-08-26,83.09,,,,,,,,Emote20,sfx/emotes/emotes_princess_01_01_dl.ogg
#PCRRGRRCV,0626839086028557,127,Creeping Bedgrass,300.22,28,2020-02-09,16.96,,,,,,73357,344,,
#PJJURULY,0626312641126910,47,Goat Willow,285.39,25,2020-02-08,68.87,,,,,,46593,63,,
#YVPYVV9V,0626238512242330,189,Bigelow's Rubberweed,431.21,24,2020-03-15,68.85,,Magical Chest,Common,223,121,,,,
#V9LR928J,0626025417841542,109,Drummond's Mountain-avens,407.45,21,2019-03-13,81.0,50,,,,,,,,
#228J02890,0626656601454088,144,Sonoran Globe Amaranth,418.25,15,2020-09-30,15.9,,,,,,,,EmoteChronos20,
#9QYRCPJP2,0626752141255984,87,Sierra Lessingia,32.49,25,2020-07-22,15.47,,,,,,96541,70,,
#2VJV9RR9J,0626042076632880,110,Cottonflower,489.56,3,2021-01-03,71.89,,Draft Chest,Legendary,110,16,,,,
#G82UQ9UP,0626270811933921,14,Virginia Lecidea Lichen,397.62,4,2019-04-30,79.67,,,,,,79784,483,,
#9GLYYQ2L,0626089911350384,40,Lesser Bladderwort,32.54,2,2020-11-03,94.25,45,,,,,,,,
#8UYPP8CL9,0626466026902319,63,Nevada Rockdaisy,287.05,11,2020-10-13,21.86,,Legendary Chest,Legendary,149,226,,,,
#2JL08GY0,0626576620484223,33,Baldwin's Beaksedge,154.86,11,2020-01-23,50.71,,,,,,,,Emote4,sfx/emotes/emotes_goblin_01_01_dl.ogg
#8C9RQYV2J,0626143017570328,5,Soldier's Orchid,304.57,5,2021-03-15,97.92,45,,,,,,,,
#CQ8CPPG9,0626563759599674,90,Viburnum,110.33,26,2018-12-04,92.75,,,,,,,,Emote168,sfx/emotes/emotes_s12_pony_dl.ogg
#UGRV2UJG,0626963038137918,69,Sierra Valley Mousetail,284.93,18,2020-11-08,14.83,,,,,,21367,550,,
#PYVLQYR8V,0626099884854791,28,Roundleaf Hawthorn,83.18,26,2021-10-14,63.57,,,,,,67840,504,,
#9JCVVGU9P,0626559201421715,110,Cottonflower,489.56,3,2019-02-21,89.88,,Draft Chest,Legendary,110,16,,,,
#98LLQYJG,0626543599729749,53,Weeping Fern,168.49,26,2019-11-26,98.85,,,,,,36239,421,,
#8PVV28U8,0626273624496771,87,Sierra Lessingia,32.49,25,2019-05-25,71.49,,,,,,96541,70,,
#2LPJRU2LP,0626128930679033,164,Moringa,440.2,19,2021-07-03,40.91,,,,,,78634,61,,
#8Y0VL9C,0626943176995012,192,Tansyleaf Evening Primrose,176.24,14,2018-12-08,62.32,,Lightning Chest,Common,190,40,,,,
#GQ20CGP,0626822331592452,167,Cutleaf Checkerbloom,212.57,6,2020-01-19,21.28,,,,,,,,Emote136,sfx/emotes/emotes_halloween_01_04_dl.ogg
#8L200J88G,0626552385494103,31,Sudetic Lousewort,146.35,7,2021-03-01,65.01,,Silver Chest,Rare,219,182,,,,
#P82UJJGLG,0626172765078556,66,Quince,276.19,12,2020-07-02,6.78,,,,,,,,Emote37,sfx/emotes/emotes_hog_01_02_dl.ogg
#PG0PLRC,0626547218573545,190,Nuttall's Milkvetch,310.95,24,2019-04-30,97.48,,,,,,35348,27,,
#22GYRRYLJ,0626341697926717,18,Narrowleaf Silverbush,410.3,9,2021-01-22,24.74,,,,,,,,Emote78,sfx/emotes/emotes_xmas_01_02_dl.ogg
#CRGUQ2P,0626220368420921,106,Maiden Fern,150.01,22,2021-06-04,88.72,,,,,,,,Emote168,sfx/emotes/emotes_s12_pony_dl.ogg
#8RRJCVQR,0626513880411612,185,Sarah's Buckwheat,315.81,26,2019-10-26,64.72,,,,,,43034,49,,
#CRGUQ2P,0626220368420921,107,Common Woolly Sunflower,61.43,1,2019-06-02,83.27,,,,,,83929,402,,
#Y0P8RQ89,0626551971631292,44,Bajada Lupine,417.94,19,2019-04-28,37.03,,,,,,,,Emote52,sfx/emotes/emotes_ewiz_01_01_dl.ogg
#Y9Q2LQJ,0626791032104372,21,Elko Cryptantha,455.46,27,2020-05-25,49.36,,Epic Lightning Chest,Epic,123,164,,,,
#UQJ9LUP,0626560204912619,198,Lilac Tasselflower,198.69,3,2020-11-02,11.78,,Golden Chest,Epic,51,254,,,,
#92VUJ99VQ,0626876327669468,11,Curlyhead Goldenweed,454.72,10,2021-08-13,30.93,,Season Chest,Champion,98,226,,,,
#GJCC29PC,0626821872573129,39,Swamp Gentian,375.37,12,2019-06-24,75.11,51,,,,,,,,
#2L9RJL2Q,0626131359514145,47,Goat Willow,285.39,25,2019-07-27,88.6,,,,,,46593,63,,
#JQ8C0P,0626243828182527,156,Nova Scotia Dewberry,217.1,27,2020-06-04,98.0,,Lightning Chest,Common,190,40,,,,
#8VUPVJ2R,0626586687781403,181,Fraziers Well Buckwheat,352.69,30,2020-08-04,49.07,,,,,,,,Emote182,sfx/emotes/emotes_electroGiant_01_03_dl.ogg
#2V2PUPJ0,0626458282076623,199,Fremont Cottonwood,412.68,4,2019-07-30,57.55,,Rare Lightning Chest,Common,94,138,,,,
#8282YYRL,0626981689849805,76,Ladder Spleenwort,15.53,2,2019-07-30,84.34,,,,,,,,Emote114,sfx/emotes/emotes_fishSlap_FightingFish_dl.ogg
#YU8CCU0Q,0626906317063305,193,Tube Lichen,50.92,9,2019-01-03,66.54,17,,,,,,,,
#8RRCVCGP,0626421525382372,141,Dimple Lichen,495.7,14,2020-01-24,4.0,,,,,,82514,344,,
#9PUUCCY9J,0626507272064179,115,Miner's Lettuce,258.62,9,2019-08-26,14.16,,,,,,,,Emote113,
#JPCRVGLY,0626876077251780,17,Greater Showy Stickseed,423.52,16,2021-01-01,81.85,90,,,,,,,,
#GL9299QG,0626552198867941,137,Spotted Calla Lily,415.63,15,2021-03-11,78.57,60,,,,,,,,
#9VQQ99Y8,0626282859021907,65,Alkali Phacelia,493.57,2,2020-12-04,66.13,83,,,,,,,,
#2L2QGJQQ,0626582706920841,142,Russet Bushwillow,0.08,5,2021-06-19,9.35,,,,,,32106,27,,
#9UUC9L280,0626931646169490,113,Rinodina Lichen,419.46,7,2018-11-21,19.33,70,,,,,,,,
#9CJP9GRY,0626475504615673,57,Beardgrass,435.34,14,2019-12-19,29.11,93,,,,,,,,
#YP2YJJJ2,0626322774963559,20,Hornwort,306.93,30,2021-01-14,17.25,,,,,,78320,505,,
#2YVJVGP02,0626219565565710,26,Bacury,319.36,6,2020-11-14,32.86,49,,,,,,,,
#PP2YY2RG,0626515242884360,105,Sargent's Hawthorn,340.3,9,2021-07-19,98.23,17,,,,,,,,
#8QPCGVP2Y,0626552986736886,78,Melanelia Lichen,465.39,28,2020-08-31,28.64,,Legendary Chest,Legendary,149,226,,,,
#YVPYVV9V,0626238512242330,79,Rockledge Spleenwort,134.08,30,2019-09-29,64.4,79,,,,,,,,
#9U0C0LRL9,0626857291011473,103,Umbrella-tree,277.48,26,2020-02-20,98.41,83,,,,,,,,
#888ULGY,0626669301921660,130,Woolly Huckleberry,399.19,9,2021-09-28,7.06,,,,,,21497,77,,
#8YGR88JJC,0626870128994506,164,Moringa,440.2,19,2019-06-04,56.41,,,,,,78634,61,,
#22R2JCR2C,0626436819011321,59,Fineleaf Fournerved Daisy,117.42,19,2019-11-27,41.72,,Common Lightning Chest,Common,183,249,,,,
#8C9CR9YG,0626955154453590,107,Common Woolly Sunflower,61.43,1,2019-09-29,1.04,,,,,,83929,402,,
#8VR98PCLC,0626865616827911,136,Sudangrass,214.46,10,2020-05-09,38.0,,,,,,14099,91,,
#J8J0Q20Y,0626535571364438,156,Nova Scotia Dewberry,217.1,27,2019-02-18,2.83,,Lightning Chest,Common,190,40,,,,
#2YQP98L8R,0626385354989799,91,Gyalideopsis Lichen,297.51,29,2021-10-11,90.65,,,,,,50416,42,,
#80U90RGV,0626864615000174,53,Weeping Fern,168.49,26,2019-09-08,81.53,,,,,,36239,421,,
#2CUGV2Y98,0626474503468457,186,Whitebark Raspberry,10.82,20,2021-10-13,10.99,,,,,,56924,591,,
#2C2C2PGQ,0626539925727373,39,Swamp Gentian,375.37,12,2020-10-04,95.97,51,,,,,,,,
#8J8QCGLR,0626984161480289,27,Big Deervetch,232.43,30,2018-12-29,33.73,,,,,,24688,437,,
#20J8VCV2Q,0626831074807316,114,Kauai Island-aster,487.41,6,2021-10-28,16.73,,Season Chest,Champion,98,226,,,,
#8YPURJVLP,0626733433133493,43,'awiwi,363.56,18,2021-10-13,40.84,,,,,,91872,594,,
#8P00CJGY,0626151858809135,154,Arctic Cottongrass,284.31,18,2020-02-05,51.44,,Legendary King's Chest,Legendary,163,51,,,,
#YJ8R2Y9L,0626273937979232,99,Alkali Sandmat,268.94,23,2020-05-21,21.18,,Rare Lightning Chest,Common,94,138,,,,
#P82UJJGLG,0626172765078556,100,Nimblewill,417.17,28,2021-06-24,50.23,,,,,,85813,458,,
#2YC9QC8L9,0626622587163465,164,Moringa,440.2,19,2019-05-27,44.81,,,,,,78634,61,,
#2GRQQU02,0626042741558668,126,Arctic Cottongrass,174.46,29,2020-01-22,49.9,,Silver Chest,Rare,219,182,,,,
#JPQPPUJ,0626821586386404,62,Boatlily,291.0,14,2020-11-23,65.21,,,,,,,,Emote173,sfx/emotes/emotes_archer_01_01_dl.ogg
#PL8QL08,0626033275446669,156,Nova Scotia Dewberry,217.1,27,2019-10-17,19.06,,Lightning Chest,Common,190,40,,,,
#R9U2J8CR,0626388588862535,189,Bigelow's Rubberweed,431.21,24,2019-01-18,42.46,,Magical Chest,Common,223,121,,,,
#PCRRR2VV,0626110121005921,17,Greater Showy Stickseed,423.52,16,2021-10-26,12.19,90,,,,,,,,
#8C9CR9YG,0626955154453590,42,Waterfall False Buttercup,371.18,19,2019-05-19,44.9,,Legendary Chest,Legendary,149,226,,,,
#LGC80RQP,0626605623090453,157,Addersmeat,275.94,8,2021-11-13,47.71,,,,,,87101,6,,
#RGP2VC9P,0626758168407184,127,Creeping Bedgrass,300.22,28,2021-01-19,31.59,,,,,,73357,344,,
#2G9PQUGY,0626456082042647,61,Mediterranean Medick,127.61,20,2019-11-29,45.78,,,,,,66160,535,,
#PJG9RLQC,0626909477587105,79,Rockledge Spleenwort,134.08,30,2021-07-26,62.48,79,,,,,,,,
#98YPGGJJ,0626235448377222,95,Hemlock Rosette Grass,23.04,24,2021-11-12,77.63,,,,,,,,Emote44,sfx/emotes/emotes_skeleton_01_01_dl.ogg
#2Y20C8U0C,0626187849879936,152,False Venus' Looking Glass,261.47,8,2019-03-19,51.48,,Mega Lightning Chest,Common,226,146,,,,
#8QYYRUUC9,0626254814158322,187,Pale Desert-thorn,186.94,17,2019-10-29,79.03,,,,,,29611,316,,
#2LYPPG0Y2,0626507653225779,158,Denseflower Willowherb,90.66,14,2019-01-18,7.22,,,,,,35707,152,,
#229P2QYL0,0626409420857671,28,Roundleaf Hawthorn,83.18,26,2020-10-14,57.8,,,,,,67840,504,,
#89V2YVQQ9,0626884773444923,14,Virginia Lecidea Lichen,397.62,4,2019-10-23,17.8,,,,,,79784,483,,
#288CUPUPP,0626692480124005,19,Ground Nama,176.15,15,2020-11-24,17.13,,,,,,,,Emote57,sfx/emotes/emotes_crl_01_02_dl.ogg
#28V9Q0,0626293182545298,14,Virginia Lecidea Lichen,397.62,4,2018-12-03,29.36,,,,,,79784,483,,
#99P9VLCR2,0626517571378279,46,Noble Fir,481.41,23,2020-03-20,84.19,,,,,,,,Emote194,sfx/emotes/emotes_icewizard_01_02_dl.ogg
#8Y9L200U,0626477553900642,199,Fremont Cottonwood,412.68,4,2021-04-07,18.98,,Rare Lightning Chest,Common,94,138,,,,
#28PQ9GJG9,0626499730676010,75,Glacier Buttercup,230.33,16,2020-08-18,40.1,22,,,,,,,,
#2YJV8QPRL,0626939835715171,26,Bacury,319.36,6,2019-12-28,13.27,49,,,,,,,,
#GGL90Q9J,0626688917672541,126,Arctic Cottongrass,174.46,29,2021-06-16,37.37,,Silver Chest,Rare,219,182,,,,
#P2CYLRU9,0626120800344723,166,Coot Bay Dancing-lady Orchid,411.79,25,2020-09-24,35.82,,Clan Chest,Champion,173,156,,,,
#G9GVYLQP,0626644452754616,181,Fraziers Well Buckwheat,352.69,30,2020-10-24,12.04,,,,,,,,Emote182,sfx/emotes/emotes_electroGiant_01_03_dl.ogg
#GGCQ8GQR,0626671550304283,48,Rockloving Erigeron,489.13,5,2021-06-04,13.2,,,,,,,,Emote20,sfx/emotes/emotes_princess_01_01_dl.ogg
#L92P8VU9V,0626772846909347,111,Ironweed,211.7,10,2020-04-01,31.72,,,,,,,,Emote26,sfx/emotes/giant_emote_03_dl.ogg
#89QYQL20G,0626399172719239,78,Melanelia Lichen,465.39,28,2021-05-21,55.24,,Legendary Chest,Legendary,149,226,,,,
#8PRGRYPCC,0626460630040426,21,Elko Cryptantha,455.46,27,2021-08-10,52.73,,Epic Lightning Chest,Epic,123,164,,,,
#PQLGJ90Y,0626861060900486,196,Scarlet Hawthorn,493.05,18,2020-07-15,0.42,,Rare Lightning Chest,Common,94,138,,,,
#QP022PLJV,0626625075171767,64,Tropical Signalgrass,88.12,30,2019-12-30,97.48,44,,,,,,,,
#2JUPU0LPV,0626547054565357,57,Beardgrass,435.34,14,2021-11-16,48.49,93,,,,,,,,
#98LLQYJG,0626543599729749,5,Soldier's Orchid,304.57,5,2019-11-12,34.16,45,,,,,,,,
#2LVG2C22U,0626015689019315,142,Russet Bushwillow,0.08,5,2020-01-01,17.34,,,,,,32106,27,,
#PLVU202JY,0626736003943282,70,Tufted Evening Primrose,14.71,30,2021-06-22,52.75,,Magical Chest,Common,223,121,,,,
#RCYQYPLG,0626211157921914,113,Rinodina Lichen,419.46,7,2020-02-02,60.91,70,,,,,,,,
#8Y0VL9C,0626943176995012,16,Giant Airplant,105.84,3,2021-01-03,95.07,,,,,,,,Emote81,sfx/emotes/emotes_hog_02_01_dl.ogg
#92RUJ8LPP,0626441404535478,172,Oregon Whitetop Aster,215.23,1,2019-03-30,94.56,,,,,,,,Emote186,sfx/emotes/emotes_megaKnight_01_02_dl.ogg
#2J00PG8U2,0626265767299913,77,Wilkins' Bellflower,428.29,2,2019-10-23,68.51,,Giant Chest,Champion,69,248,,,,
#99QVP8J8Q,0626831047592060,165,Tephromela Lichen,216.53,30,2020-01-14,15.06,,,,,,49375,480,,
#2R80RVPP,0626554226505915,124,Fineflower Gilia,72.82,10,2019-05-29,82.02,83,,,,,,,,
#Q0CVCRQR,0626219508375417,182,Sicklekeel Lupine,242.5,24,2021-07-04,46.63,,Tower Chest,Rare,216,106,,,,
#PCC2V0CV2,0626173871295514,69,Sierra Valley Mousetail,284.93,18,2021-01-29,57.43,,,,,,21367,550,,
#8UCQYJLP8,0626495039899741,20,Hornwort,306.93,30,2019-04-10,66.99,,,,,,78320,505,,
#P8QP0LUPV,0626092262806137,79,Rockledge Spleenwort,134.08,30,2020-10-02,21.6,79,,,,,,,,
#CQ82JUC,0626009896314007,62,Boatlily,291.0,14,2020-05-25,51.43,,,,,,,,Emote173,sfx/emotes/emotes_archer_01_01_dl.ogg
#20RGU0LG0,0626373008191459,14,Virginia Lecidea Lichen,397.62,4,2020-10-22,0.08,,,,,,79784,483,,
#28YC8C2R,0626658402832587,15,Entireleaved Thelypody,85.63,7,2018-11-28,32.54,,Plentiful Gold Crate,Rare,107,223,,,,
#RPJG28Q,0626528739937963,35,Stiff Goldenrod,112.94,29,2019-10-13,11.18,,,,,,,,Emote190,sfx/emotes/emotes_logmas2020_02_02_dl.ogg
#2PR28G2,0626184884759735,104,Perplexed Chiodecton Lichen,14.37,12,2019-12-06,75.28,38,,,,,,,,
#LUGVG9PC,0626928680707094,43,'awiwi,363.56,18,2019-02-17,61.8,,,,,,91872,594,,
#9Q90P0Y0,0626330030825041,122,Cliff Desertdandelion,364.92,4,2021-03-29,36.18,,King's Chest,Champion,163,238,,,,
#9LUQPG2Y,0626260924123445,185,Sarah's Buckwheat,315.81,26,2020-12-17,54.53,,,,,,43034,49,,
#8YVGGVC8P,0626406721064916,5,Soldier's Orchid,304.57,5,2019-02-12,39.46,45,,,,,,,,
#2CQV02CYR,0626925389854045,174,Cup Lichen,197.34,6,2020-06-16,69.46,,Legendary Chest,Legendary,149,226,,,,
#CQ8CPPG9,0626563759599674,54,Bourbon Rose,270.19,4,2020-09-20,50.85,,,,,,15103,440,,
#20P8LJPU9,0626893962397974,115,Miner's Lettuce,258.62,9,2019-02-21,78.55,,,,,,,,Emote113,
#2YUQCC8YV,0626454952215310,185,Sarah's Buckwheat,315.81,26,2019-11-02,10.45,,,,,,43034,49,,
#2LR9YP02G,0626681535769617,161,Virginia Creeper,427.42,30,2020-09-09,49.18,,Clan Chest,Champion,173,156,,,,
#8Y9QVU2QJ,0626412285605011,59,Fineleaf Fournerved Daisy,117.42,19,2020-09-07,48.93,,Common Lightning Chest,Common,183,249,,,,
#9VY20LY8,0626543067189350,125,Common Goldenstar,60.36,19,2020-08-04,95.96,,,,,,45300,116,,
#2CQVC0899,0626587122518434,151,Cork Oak,213.77,14,2019-04-16,31.1,,,,,,,,Emote77,sfx/emotes/emotes_xmas_01_01_dl.ogg
#2YJCGYVQ8,0626420234868796,164,Moringa,440.2,19,2020-03-27,61.42,,,,,,78634,61,,
#8P988JLV0,0626244207751643,79,Rockledge Spleenwort,134.08,30,2021-09-08,20.69,79,,,,,,,,
#9LYUG09,0626037535669036,12,American Stoneseed,121.21,5,2021-06-13,20.32,,King's Chest,Champion,163,238,,,,
#2GL2RUJL,0626542448014139,199,Fremont Cottonwood,412.68,4,2020-07-29,48.72,,Rare Lightning Chest,Common,94,138,,,,
#C82Q9U,0626675338573010,49,Waihanau Lobelia,110.92,30,2021-04-19,86.2,,,,,,78870,151,,
#89RYUPQ0V,0626814652477470,161,Virginia Creeper,427.42,30,2019-03-06,60.95,,Clan Chest,Champion,173,156,,,,
#RCGPJGYQ,0626234798474986,168,Gaspé Willow,472.27,16,2021-04-27,55.77,,Silver Chest,Rare,219,182,,,,
#2P8RV9UQ,0626993613287382,83,New Mexico Spiny Milkvetch,459.63,8,2019-08-16,46.45,,,,,,65701,10,,
#JJPCVQU8,0626790036400216,113,Rinodina Lichen,419.46,7,2019-06-03,42.95,70,,,,,,,,
#2Q8RJGPVV,0626780343498516,145,Spiderwort,261.62,27,2021-07-23,78.31,,,,,,,,Emote185,sfx/emotes/emotes_megaKnight_01_01_dl.ogg
#2V2PUPJ0,0626458282076623,132,Nellie Cory Cactus,388.9,17,2020-11-02,33.47,,,,,,,,Emote200,sfx/emotes/emotes_battlehealer_cakethrow_dl.ogg
#J999R29J,0626957318985459,28,Roundleaf Hawthorn,83.18,26,2018-12-13,29.42,,,,,,67840,504,,
#89RYUPQ0V,0626814652477470,16,Giant Airplant,105.84,3,2020-02-01,3.81,,,,,,,,Emote81,sfx/emotes/emotes_hog_02_01_dl.ogg
#98LCG9LVP,0626751493659413,140,Foxtail,225.87,2,2019-11-24,14.8,53,,,,,,,,
#9289JQPV9,0626566815783828,169,Tobosagrass,262.12,25,2019-09-15,16.75,,,,,,,,Emote150,sfx/emotes/emotes_log_02_Angry_sfx1_dl.ogg
#22CCRLQ0R,0626295108748112,156,Nova Scotia Dewberry,217.1,27,2021-08-28,17.91,,Lightning Chest,Common,190,40,,,,
#8YQVU90,0626714392812129,33,Baldwin's Beaksedge,154.86,11,2019-09-07,76.38,,,,,,,,Emote4,sfx/emotes/emotes_goblin_01_01_dl.ogg
#9QY0RR29,0626746171106778,71,Dipogon,432.6,30,2020-05-14,47.66,,Common Lightning Chest,Common,183,249,,,,
#PLGJU82QC,0626040769362005,94,Rough Strongbark,245.61,11,2019-04-26,95.07,,,,,,29714,265,,
#2GG9JCCRR,0626526634210874,64,Tropical Signalgrass,88.12,30,2020-09-14,66.04,44,,,,,,,,
#CJCR98C,0626842559162358,64,Tropical Signalgrass,88.12,30,2019-09-21,53.01,44,,,,,,,,
#QCJQCJ8G,0626018504245867,33,Baldwin's Beaksedge,154.86,11,2020-11-29,62.45,,,,,,,,Emote4,sfx/emotes/emotes_goblin_01_01_dl.ogg
#2Q92P0P2,0626685271853170,25,Passionflower,268.68,5,2019-09-30,51.72,,Overflowing Gold Crate,Champion,182,99,,,,
#2YJCGYVQ8,0626420234868796,97,Areca Palm,131.47,16,2018-12-04,5.98,,,,,,24737,312,,
#Q9GV0Y8Y,0626897818549068,175,Mago,154.81,20,2021-10-22,67.87,,,,,,,,Emote49,sfx/emotes/emotes_wizard_01_02_dl.ogg
#8YPURJVLP,0626733433133493,72,Manyflower Saxifrage,206.31,13,2020-01-30,0.12,,King Level Chest,Champion,249,53,,,,
#9L2GV8VUC,0626252606141605,195,Flyr's Brickellbush,249.56,19,2019-12-10,17.85,6,,,,,,,,
#8QYYRUUC9,0626254814158322,183,Dense Sedge,270.13,30,2019-07-11,25.89,,,,,,,,Emote184,sfx/emotes/emotes_skeleton_dragon_01_dl.ogg
#P2RUVC9VR,0626978026467838,53,Weeping Fern,168.49,26,2020-04-19,85.29,,,,,,36239,421,,
#GPP2YLL8,0626891970778565,174,Cup Lichen,197.34,6,2019-03-30,12.68,,Legendary Chest,Legendary,149,226,,,,
#8VLCCYU82,0626163986453728,108,Pholisma,363.73,21,2020-06-11,42.22,,Tower Chest,Rare,216,106,,,,
#LQJUP2VUG,0626231027046734,106,Maiden Fern,150.01,22,2021-01-12,79.31,,,,,,,,Emote168,sfx/emotes/emotes_s12_pony_dl.ogg
#989L99QLC,0626888208546111,192,Tansyleaf Evening Primrose,176.24,14,2020-02-14,39.84,,Lightning Chest,Common,190,40,,,,
#2R98U2C9C,0626086375689745,192,Tansyleaf Evening Primrose,176.24,14,2020-11-21,53.49,,Lightning Chest,Common,190,40,,,,
#2U02YVYVU,0626573345873467,59,Fineleaf Fournerved Daisy,117.42,19,2020-12-17,68.16,,Common Lightning Chest,Common,183,249,,,,
#YVJQQLPPR,0626365569350045,43,'awiwi,363.56,18,2019-07-19,14.78,,,,,,91872,594,,
